symbol,organ_name,icb_name3,icb_name2,icb_name4,com_type_code,icb_code1,icb_code2,icb_code3,icb_code4
TRC,Công ty Cổ phần Cao su Tây Ninh,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",CT,1000,1300,1350,1353
VIW,Tổng công ty Đầu tư Nước và Môi trường Việt Nam - Công ty Cổ phần,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
TCD,Công ty cổ phần Tập đoàn Xây dựng Tracodi,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
TRS,Công ty Cổ phần Vận tải và Dịch vụ Hàng Hải,Vận tải,Hàng & Dịch vụ Công nghiệp,Vận tải Thủy,CT,2000,2700,2770,2773
TDF,Công ty Cổ phần Trung Đô,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
TVB,Công ty Cổ phần Chứng khoán Trí Việt,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,8000,8700,8770,8777
TS4,Công ty Cổ phần Thủy sản số 4,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
TSB,Công ty Cổ phần Ắc quy Tia Sáng,Điện tử & Thiết bị điện,Hàng & Dịch vụ Công nghiệp,Hàng điện & điện tử,CT,2000,2700,2730,2733
TSC,Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT,1000,1300,1350,1357
TSD,Công ty Cổ phần Du lịch Trường Sơn Coecco,Du lịch & Giải trí,Du lịch và Giải trí,Vận tải hành khách & Du lịch,CT,5000,5700,5750,5759
TST,Công ty Cổ phần Dịch vụ Kỹ thuật Viễn thông,Phần mềm & Dịch vụ Máy tính,Công nghệ Thông tin,Dịch vụ Máy tính,CT,9000,9500,9530,9533
TTA,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Trường Thành,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
TTB,Công ty Cổ phần TTBGROUP,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
TTC,Công ty Cổ phần Gạch men Thanh Thanh,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
TTF,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành,Lâm nghiệp và Giấy,Tài nguyên Cơ bản,Lâm sản và Chế biến gỗ,CT,1000,1700,1730,1733
TTG,Công ty Cổ phần May Thanh Trì,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
HUB,Công ty Cổ phần Xây lắp Thừa Thiên Huế,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
TRT,Công ty Cổ phần RedstarCera,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
TTN,Công ty Cổ phần Công nghệ & Truyền thông Việt Nam,Viễn thông cố định,Viễn thông,Viễn thông cố định,CT,6000,6500,6530,6535
TTZ,Công ty Cổ phần Đầu tư Xây dựng và Công nghệ Tiến Trung,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
TQW,Công ty Cổ phần Cấp thoát nước Tuyên Quang,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,CT,7000,7500,7570,7577
TV1,Công ty Cổ phần Tư vấn Xây dựng Điện 1,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ KD,CT,2000,2700,2790,2791
TV2,Công ty Cổ phần Tư vấn Xây dựng Điện 2,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ KD,CT,2000,2700,2790,2791
TV3,Công ty Cổ phần Tư vấn Xây dựng Điện 3,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
TV4,Công ty Cổ phần Tư vấn Xây dựng Điện 4,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ KD,CT,2000,2700,2790,2791
TVA,Công ty cổ phần Sứ Viglacera Thanh Trì,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
TVC,Công ty Cổ phần Tập đoàn Quản lý Tài sản Trí Việt,Dịch vụ tài chính,Dịch vụ tài chính,Tài chính đặc biệt,CT,8000,8700,8770,8775
TVG,Công ty Cổ phần Tư vấn Đầu tư và Xây dựng Giao thông Vận tải,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
TVS,Công ty Cổ phần Chứng khoán Thiên Việt,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,8000,8700,8770,8777
TNW,Công ty Cổ phần Nước sạch Thái Nguyên,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Nước,CT,7000,7500,7570,7577
TYA,Công ty Cổ phần Dây và Cáp điện Taya Việt Nam,Điện tử & Thiết bị điện,Hàng & Dịch vụ Công nghiệp,Hàng điện & điện tử,CT,2000,2700,2730,2733
VND,Công ty Cổ phần Chứng khoán VNDIRECT,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,8000,8700,8770,8777
UCT,Công ty Cổ phần Đô thị Cần Thơ,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT,2000,2700,2790,2799
UDJ,Công ty Cổ phần Phát triển Đô thị,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
UEM,Công ty Cổ phần Cơ điện Uông Bí - Vinacomin,Công nghiệp nặng,Hàng & Dịch vụ Công nghiệp,Máy công nghiệp,CT,2000,2700,2750,2757
UIC,Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị IDICO,Sản xuất & Phân phối Điện,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,CT,7000,7500,7530,7535
UMC,Công ty Cổ phần Công trình đô thị Nam Định,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
UPC,Công ty Cổ phần Phát triển Công viên Cây xanh và Đô thị Vũng Tàu,Nước & Khí đốt,"Điện, nước & xăng dầu khí đốt",Tiện ích khác,CT,7000,7500,7570,7575
UPH,Công ty Cổ phần Dược phẩm TW25,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
USC,Công ty Cổ phần Khảo sát và Xây dựng - USCO,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
USD,Công ty Cổ phần Công trình Đô thị Sóc Trăng,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT,2000,2700,2790,2799
UXC,Công ty Cổ phần Chế biến Thủy sản Út Xi,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
V11,Công ty Cổ phần Xây dựng số 11,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
V12,Công ty Cổ phần Xây dựng số 12,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
V15,Công ty Cổ phần Xây dựng số 15,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
V21,Công ty Cổ phần Vinaconex 21,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
VAB,Ngân hàng Thương mại Cổ phần Việt Á,Ngân hàng,Ngân hàng,Ngân hàng,NH,8301,8300,8350,8355
VAF,Công ty Cổ phần Phân lân nung chảy Văn Điển,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT,1000,1300,1350,1357
VBC,"Công ty Cổ phần Nhựa, Bao bì Vinh",Hàng công nghiệp,Hàng & Dịch vụ Công nghiệp,Containers & Đóng gói,CT,2000,2700,2720,2723
VBH,Công ty Cổ phần Điện tử Bình Hòa,Điện tử & Thiết bị điện,Hàng & Dịch vụ Công nghiệp,Hàng điện & điện tử,CT,2000,2700,2730,2733
VCF,Công ty Cổ phần VinaCafé Biên Hòa,Bia và đồ uống,Thực phẩm và đồ uống,Đồ uống & giải khát,CT,3000,3500,3530,3537
VC1,Công ty Cổ phần Xây dựng số 1,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
VC2,Công ty Cổ phần Đầu tư và Xây dựng VINA2,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
VIH,Công ty Cổ phần Viglacera Hà Nội,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
VCT,Công ty Cổ phần Tư vấn Xây dựng Vinaconex,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Tư vấn & Hỗ trợ KD,CT,2000,2700,2790,2791
VC3,Công ty Cổ phần Tập đoàn Nam Mê Kông,Bất động sản,Bất động sản,"Tư Vấn, Định giá, Môi giới Bất động sản",CT,8000,8600,8630,8637
VCM,Công ty Cổ phần BV Life,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Đào tạo & Việc làm,CT,2000,2700,2790,2793
VCX,Công ty Cổ phần Xi măng Yên Bình,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
VCR,Công ty Cổ phần Đầu tư và Phát triển Du lịch Vinaconex,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
VCS,Công ty Cổ phần VICOSTONE,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
VDL,Công ty Cổ phần Thực phẩm Lâm Đồng,Bia và đồ uống,Thực phẩm và đồ uống,Vang & Rượu mạnh,CT,3000,3500,3530,3535
VDN,Công ty Cổ phần Vinatex Đà Nẵng,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
VC5,Công ty Cổ phần Xây dựng Số 5,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
VDT,Công ty Cổ phần Lưới thép Bình Tây,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
VC6,Công ty cổ phần Xây dựng và Đầu tư Visicons,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
VC9,Công ty Cổ phần Xây dựng số 9 - VC9,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
VCA,Công ty Cổ phần Thép VICASA - VNSTEEL,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
VEA,Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam - CTCP,Công nghiệp nặng,Hàng & Dịch vụ Công nghiệp,Máy công nghiệp,CT,2000,2700,2750,2757
VCB,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam,Ngân hàng,Ngân hàng,Ngân hàng,NH,8301,8300,8350,8355
VEF,Công ty Cổ phần Trung tâm Hội chợ Triển lãm Việt Nam,Truyền thông,Truyền thông,Dịch vụ truyền thông,CT,5000,5500,5550,5555
VEC,Tổng Công ty Cổ phần Điện tử và Tin học Việt Nam,Thiết bị và Phần cứng,Công nghệ Thông tin,Phần cứng,CT,9000,9500,9570,9572
VE4,Công ty Cổ phần Xây dựng điện VNECO4,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
VCC,Công ty Cổ phần Vinaconex 25,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
VES,Công ty Cổ phần Đầu tư và Xây dựng Điện MÊ CA VNECO,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
VCI,Công ty Cổ phần Chứng khoán Vietcap,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,8000,8700,8770,8777
VFG,Công ty Cổ phần Khử trùng Việt Nam,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT,1000,1300,1350,1357
CCV,Công ty Cổ phần Tư vấn Xây dựng Công nghiệp và Đô thị Việt Nam,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
VE9,Công ty Cổ phần Đầu tư và Xây dựng VNECO 9,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
CLM,Công ty Cổ phần Xuất nhập khẩu Than - Vinacomin,Khai khoáng,Tài nguyên Cơ bản,Khai thác Than,CT,1000,1700,1770,1771
VFR,Công ty Cổ phần Vận tải và Thuê tàu,Vận tải,Hàng & Dịch vụ Công nghiệp,Vận tải Thủy,CT,2000,2700,2770,2773
VGP,Công ty Cổ phần Cảng Rau Quả,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
VUA,Công ty Cổ phần Chứng khoán Stanley Brothers,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,8000,8700,8770,8777
NDT,Tổng Công ty Cổ phần Dệt may Nam Định,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
VE1,Công ty Cổ phần Xây dựng điện VNECO 1,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
VHC,Công ty Cổ phần Vĩnh Hoàn,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
VHF,Công ty Cổ phần Xây dựng và Chế biến lương thực Vĩnh Hà,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
VHH,Công ty Cổ phần Đầu tư Kinh doanh nhà Thành Đạt,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
VFC,Công ty Cổ phần VINAFCO,Vận tải,Hàng & Dịch vụ Công nghiệp,Vận tải Thủy,CT,2000,2700,2770,2773
VGS,Công ty Cổ phần Ống thép Việt - Đức VG PIPE,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
VHG,Công ty Cổ phần Đầu tư và Phát triển Việt Trung Nam,Hàng công nghiệp,Hàng & Dịch vụ Công nghiệp,Công nghiệp phức hợp,CT,2000,2700,2720,2727
VGC,Tổng Công ty Viglacera - Công ty Cổ phần,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
VIB,Ngân hàng Thương mại Cổ phần Quốc tế Việt Nam,Ngân hàng,Ngân hàng,Ngân hàng,NH,8301,8300,8350,8355
TVT,Tổng Công ty Việt Thắng - CTCP,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
VID,Công ty Cổ phần Đầu tư Phát triển Thương mại Viễn Đông,Lâm nghiệp và Giấy,Tài nguyên Cơ bản,Sản xuất giấy,CT,1000,1700,1730,1737
PVO,Công ty Cổ phần Dầu nhờn PV Oil,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",CT,1000,1300,1350,1357
MBG,Công ty Cổ phần Tập đoàn MBG,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,CT,2000,2300,2350,2353
VDP,Công ty Cổ phần Dược phẩm Trung ương VIDIPHA,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
VIE,Công ty Cổ phần Công nghệ Viễn thông VI TE CO,Thiết bị và Phần cứng,Công nghệ Thông tin,Thiết bị viễn thông,CT,9000,9500,9570,9578
MVB,Tổng Công ty Công nghiệp mỏ Việt Bắc TKV - Công ty Cổ phần,Khai khoáng,Tài nguyên Cơ bản,Khai khoáng,CT,1000,1700,1770,1775
VJC,Công ty Cổ phần Hàng không Vietjet,Du lịch & Giải trí,Du lịch và Giải trí,Hàng không,CT,5000,5700,5750,5751
DVM,Công ty Cổ phần Dược liệu Việt Nam,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
VTR,Công ty Cổ phần Du lịch và tiếp thị giao thông vận tải Việt Nam - Vietravel,Du lịch & Giải trí,Du lịch và Giải trí,Vận tải hành khách & Du lịch,CT,5000,5700,5750,5759
VIG,Công ty Cổ phần Chứng khoán Đầu tư Tài chính Việt Nam,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,8000,8700,8770,8777
VLC,Tổng Công ty Chăn nuôi Việt Nam - Công ty Cổ phần,Sản xuất thực phẩm,Thực phẩm và đồ uống,Nuôi trồng nông & hải sản,CT,3000,3500,3570,3573
VIM,Công ty Cổ phần Khoáng sản Viglacera,Khai khoáng,Tài nguyên Cơ bản,Khai khoáng,CT,1000,1700,1770,1775
VNE,Tổng Công ty Cổ phần Xây dựng điện Việt Nam,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,CT,2000,2300,2350,2357
VIN,Công ty Cổ phần Giao nhận Kho vận Ngoại thương Việt Nam,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
VIF,Tổng Công ty Lâm nghiệp Việt Nam - Công ty Cổ phần,Lâm nghiệp và Giấy,Tài nguyên Cơ bản,Lâm sản và Chế biến gỗ,CT,1000,1700,1730,1733
VHE,Công ty Cổ phần Dược liệu và Thực phẩm Việt Nam,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
VHD,Công ty Cổ phần Đầu tư phát triển nhà và đô thị VINAHUD,Bất động sản,Bất động sản,Bất động sản,CT,8000,8600,8630,8633
KIP,Công ty Cổ phần K.I.P Việt Nam,Điện tử & Thiết bị điện,Hàng & Dịch vụ Công nghiệp,Thiết bị điện,CT,2000,2700,2730,2737
VGT,Tập đoàn Dệt May Việt Nam,Hàng cá nhân,Hàng cá nhân & Gia dụng,Hàng May mặc,CT,3000,3700,3760,3763
VMT,Công ty Cổ phần Giao nhận Vận tải Miền Trung,Vận tải,Hàng & Dịch vụ Công nghiệp,Dịch vụ vận tải,CT,2000,2700,2770,2779
VGL,Công ty Cổ phần Mạ kẽm công nghiệp Vingal-Vnsteel,Kim loại,Tài nguyên Cơ bản,Thép và sản phẩm thép,CT,1000,1700,1750,1757
VIP,Công ty Cổ phần Vận tải Xăng dầu VIPCO,Vận tải,Hàng & Dịch vụ Công nghiệp,Vận tải Thủy,CT,2000,2700,2770,2773
VGR,Công ty Cổ phần Cảng xanh VIP,Vận tải,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng",CT,2000,2700,2770,2777
GVT,Công ty Cổ phần Giấy Việt Trì,Lâm nghiệp và Giấy,Tài nguyên Cơ bản,Sản xuất giấy,CT,1000,1700,1730,1737
VLP,Công ty Cổ phần Công trình Công cộng Vĩnh Long,Tư vấn & Hỗ trợ Kinh doanh,Hàng & Dịch vụ Công nghiệp,Chất thải & Môi trường,CT,2000,2700,2790,2799
VIR,Công ty Cổ phần Du lịch Quốc tế Vũng Tàu,Du lịch & Giải trí,Du lịch và Giải trí,Khách sạn,CT,5000,5700,5750,5753
VSN,Công ty Cổ phần Việt Nam Kỹ Nghệ Súc Sản,Sản xuất thực phẩm,Thực phẩm và đồ uống,Thực phẩm,CT,3000,3500,3570,3577
VMD,Công ty Cổ phần Y Dược phẩm Vimedimex,Dược phẩm,Y tế,Dược phẩm,CT,4000,4500,4570,4577
VIX,Công ty Cổ phần Chứng khoán VIX,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,CK,8000,8700,8770,8777
VKC,Công ty Cổ phần VKC Holdings,Ô tô và phụ tùng,Ô tô và phụ tùng,Lốp xe,CT,3000,3300,3350,3357
VKP,Công ty Cổ phần Nhựa Tân Hóa,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",CT,1000,1300,1350,1353
VLA,Công ty Cổ phần Đầu tư và Phát triển Công nghệ Văn Lang,Phần mềm & Dịch vụ Máy tính,Công nghệ Thông tin,Phần mềm,CT,9000,9500,9530,9537
